student_id,week,avg_submission_delay,quiz_score,attendance_pct,study_sessions,deadline_load,burnout_risk
159,5,0.53,67.67,93.76,5,2,0
159,6,0.34,69.72,93.65,5,1,0
159,7,0.23,69.11,90.34,6,3,0
159,8,0.6,69.02,99.46,6,3,0
159,9,0.4,73.29,96.02,5,3,0
159,10,0.22,70.87,92.84,5,2,0
159,11,0.53,68.89,87.95,4,3,0
159,12,1.29,68.28,97.52,4,1,0
160,1,0.32,85.66,83.15,5,1,0
160,2,0.63,83.03,86.82,6,3,0
160,3,0.29,85.74,93.0,4,2,0
160,4,0.32,87.03,87.98,4,2,0
160,5,0.4,83.77,88.48,4,3,0
160,6,0.42,85.8,86.16,4,1,0
160,7,0.26,80.97,91.12,6,3,0
160,8,0.59,79.76,92.43,5,2,0
160,9,0.0,79.26,91.69,4,3,0
160,10,0.33,82.0,91.25,6,3,0
160,11,1.03,86.79,89.72,5,1,0
160,12,0.78,80.87,89.24,4,3,0
161,1,1.39,85.01,91.97,1,2,1
161,2,2.47,80.07,88.72,3,1,1
161,3,2.19,75.29,85.2,3,3,1
161,4,2.24,78.87,93.7,1,2,1
161,5,1.82,79.65,92.11,3,2,1
161,6,3.26,89.07,88.1,1,1,1
161,7,2.16,73.36,91.46,1,3,1
161,8,2.89,80.23,84.22,3,1,1
161,9,2.75,81.96,87.02,3,3,1
161,10,2.26,69.96,92.33,2,3,1
161,11,3.41,69.56,88.97,2,2,1
161,12,3.16,70.81,80.56,2,1,1
162,1,0.38,73.5,85.21,6,3,0
162,2,0.39,81.66,82.03,5,1,0
162,3,0.62,70.85,79.91,6,3,0
162,4,0.33,70.25,87.69,6,3,0
162,5,0.56,70.64,85.59,5,2,0
162,6,0.9,79.93,87.41,6,3,0
162,7,1.0,73.88,92.13,5,1,0
162,8,0.24,70.75,85.32,4,1,0
162,9,0.74,61.85,82.15,6,1,0
162,10,0.78,65.97,87.02,4,3,0
162,11,0.47,82.47,87.57,4,2,0
162,12,1.16,74.18,87.01,6,2,0
163,1,0.45,79.94,91.55,5,1,0
163,2,0.62,80.05,90.17,5,1,0
163,3,0.07,83.23,87.55,4,3,0
163,4,0.42,71.72,89.32,6,1,0
163,5,0.59,76.33,91.12,6,1,0
163,6,0.47,72.28,87.99,6,2,0
163,7,0.93,68.1,94.02,6,3,0
163,8,0.65,68.13,91.83,6,3,0
163,9,0.45,74.61,89.64,4,3,0
163,10,0.46,78.57,89.13,5,2,0
163,11,0.36,78.82,91.64,5,3,0
163,12,0.42,76.18,88.96,4,3,0
164,1,1.21,64.46,88.81,3,1,1
164,2,2.22,59.66,85.68,2,1,1
164,3,2.12,75.56,83.93,1,2,1
164,4,2.18,68.68,81.69,1,2,1
164,5,1.72,62.62,91.05,3,2,1
164,6,2.54,64.54,91.51,3,3,1
164,7,2.4,58.62,86.71,2,1,1
164,8,1.72,61.25,84.86,2,3,1
164,9,2.21,57.41,83.23,2,2,1
164,10,3.04,53.91,92.18,1,2,1
164,11,3.31,59.41,90.94,1,3,1
164,12,3.16,57.74,76.47,1,1,1
165,1,1.9,74.52,100.0,2,1,1
165,2,0.85,68.79,100.0,2,1,1
165,3,1.89,78.8,87.57,2,2,1
165,4,2.2,70.08,93.74,1,3,1
165,5,2.12,73.03,95.28,3,3,1
165,6,2.08,65.36,93.26,3,2,1
165,7,2.8,70.41,94.61,1,2,1
165,8,2.34,63.07,87.11,1,2,1
165,9,3.11,66.12,88.38,2,1,1
165,10,2.96,65.69,93.41,3,1,1
165,11,3.26,63.93,93.64,2,2,1
165,12,2.97,65.31,89.4,2,2,1
166,1,1.59,66.71,97.22,1,3,1
166,2,1.62,57.59,92.28,3,1,1
166,3,1.98,61.64,94.33,1,3,1
166,4,1.93,69.98,91.49,3,1,1
166,5,2.06,59.55,87.84,1,3,1
166,6,2.69,61.18,84.22,2,2,1
166,7,3.01,70.54,85.31,2,2,1
166,8,2.87,62.13,85.95,1,1,1
166,9,2.81,58.7,97.12,1,1,1
166,10,2.71,60.35,94.41,1,1,1
166,11,3.04,45.9,84.32,2,1,1
166,12,4.27,49.21,85.64,2,2,1
167,1,0.41,61.04,91.09,4,3,0
167,2,0.0,78.33,88.2,5,2,0
167,3,0.6,71.8,91.75,4,1,0
167,4,0.84,78.59,89.05,4,1,0
167,5,0.68,68.54,94.63,4,2,0
167,6,0.91,75.37,91.78,6,3,0
167,7,0.35,73.47,90.12,6,2,0
167,8,0.24,69.91,94.92,4,3,0
167,9,0.24,69.3,92.1,6,1,0
167,10,0.65,76.57,94.56,5,2,0
167,11,0.42,68.59,91.96,4,3,0
167,12,1.15,78.35,92.36,4,3,0
168,1,0.47,80.02,88.26,4,2,0
168,2,0.93,86.6,91.5,6,2,0
168,3,0.48,89.31,82.63,4,1,0
168,4,0.37,82.17,92.73,6,2,0
168,5,0.46,83.53,87.98,6,1,0
168,6,0.2,79.63,86.18,5,2,0
168,7,0.55,79.43,83.08,5,1,0
168,8,0.69,80.01,82.4,6,2,0
168,9,1.02,73.87,83.92,6,3,0
168,10,0.37,81.52,87.34,5,1,0
168,11,0.88,75.59,86.71,4,3,0
168,12,0.41,92.25,89.19,6,2,0
169,1,0.42,72.08,84.14,5,2,0
169,2,0.77,79.86,92.75,5,3,0
169,3,0.57,74.53,87.41,5,2,0
169,4,0.49,77.14,85.14,4,2,0
169,5,0.41,81.95,89.05,4,3,0
169,6,0.56,79.97,80.96,4,3,0
169,7,0.54,74.73,85.79,4,2,0
169,8,0.85,74.08,82.58,6,2,0
169,9,0.36,81.39,82.14,4,1,0
169,10,0.26,83.65,83.67,5,2,0
169,11,0.37,80.56,80.62,6,3,0
169,12,1.37,78.17,82.6,6,2,0
170,1,0.4,70.89,79.9,5,1,0
170,2,0.75,60.84,84.62,5,2,0
170,3,0.68,69.11,83.59,4,1,0
170,4,0.19,64.29,84.59,4,1,0
170,5,0.65,70.62,83.33,6,2,0
170,6,0.99,71.1,83.48,4,2,0
170,7,0.04,68.12,79.6,6,3,0
170,8,0.54,67.2,82.05,5,2,0
170,9,0.27,58.62,83.19,4,2,0
170,10,0.84,68.56,81.82,4,3,0
170,11,1.2,62.39,82.67,5,3,0
170,12,0.15,71.38,84.93,5,2,0
171,1,0.33,69.76,90.03,4,1,0
171,2,0.71,65.56,85.09,4,2,0
171,3,0.58,77.72,86.73,4,3,0
171,4,1.16,68.38,86.13,4,3,0
171,5,0.25,67.49,86.65,4,1,0
171,6,0.69,67.16,88.03,4,1,0
171,7,0.43,74.1,90.01,5,3,0
171,8,0.45,68.59,89.02,6,3,0
171,9,0.94,65.26,87.96,6,2,0
171,10,0.96,72.15,89.15,4,1,0
171,11,0.76,74.8,85.81,6,3,0
171,12,0.46,71.59,91.76,4,2,0
172,1,1.03,69.59,80.06,4,3,0
172,2,0.99,81.76,83.03,4,1,0
172,3,0.99,75.07,93.16,6,3,0
172,4,0.38,73.13,88.64,6,2,0
172,5,0.91,79.69,88.41,4,2,0
172,6,0.78,75.93,90.16,5,2,0
172,7,0.45,76.69,83.47,5,2,0
172,8,0.39,72.87,89.18,4,2,0
172,9,0.39,82.43,91.06,6,1,0
172,10,0.39,74.59,87.53,6,2,0
172,11,0.69,68.94,90.01,5,1,0
172,12,0.29,77.83,88.87,6,2,0
173,1,0.48,65.56,90.8,5,2,0
173,2,0.53,71.76,92.28,6,3,0
173,3,0.51,71.94,95.51,6,3,0
173,4,0.76,74.74,90.43,6,1,0
173,5,0.71,73.47,88.62,4,2,0
173,6,0.45,77.84,91.61,4,2,0
173,7,0.54,63.75,93.68,4,2,0
173,8,0.63,65.01,88.99,4,3,0
173,9,0.73,69.36,89.4,4,2,0
173,10,0.46,64.76,84.22,4,1,0
173,11,0.92,69.32,89.73,5,2,0
173,12,0.74,72.61,90.63,4,3,0
174,1,0.58,73.97,95.22,6,3,0
174,2,0.09,85.27,96.61,5,3,0
174,3,1.29,77.6,98.96,4,1,0
174,4,0.14,77.88,94.93,6,2,0
174,5,0.82,70.51,95.56,4,3,0
174,6,0.77,76.15,96.68,6,1,0
174,7,0.0,79.63,96.77,6,1,0
174,8,0.05,74.62,93.71,5,3,0
174,9,0.18,73.45,98.72,5,2,0
174,10,0.62,73.84,92.63,5,1,0
174,11,0.43,78.49,94.63,6,2,0
174,12,0.63,78.35,94.58,5,1,0
175,1,1.2,71.98,82.15,2,2,1
175,2,1.68,61.26,92.77,1,2,1
175,3,2.51,66.54,83.23,2,3,1
175,4,2.52,61.42,98.31,1,3,1
175,5,2.3,68.42,79.19,1,1,1
175,6,2.57,64.03,87.64,3,3,1
175,7,2.25,66.53,76.24,3,2,1
175,8,2.95,61.75,89.96,2,2,1
175,9,2.69,56.74,82.44,1,3,1
175,10,3.36,62.85,82.36,1,2,1
175,11,3.67,62.87,83.59,2,2,1
175,12,3.39,58.01,89.7,3,3,1
176,1,0.59,78.88,88.22,5,2,0
176,2,0.43,78.66,84.22,4,2,0
176,3,0.43,85.75,84.31,5,3,0
176,4,0.32,81.43,90.62,6,2,0
176,5,0.45,71.83,86.29,6,1,0
176,6,0.53,80.98,83.27,4,2,0
176,7,0.29,82.29,88.64,4,1,0
176,8,0.82,83.87,85.54,6,3,0
176,9,0.12,80.58,86.94,5,2,0
176,10,1.31,78.46,86.69,5,1,0
176,11,0.32,80.13,88.66,6,2,0
176,12,1.03,75.02,83.61,4,2,0
177,1,0.55,81.17,93.08,4,1,0
177,2,0.75,76.38,86.22,4,3,0
177,3,0.75,85.35,82.47,5,1,0
177,4,0.26,87.55,94.18,6,1,0
177,5,0.95,82.27,91.47,5,3,0
177,6,0.39,83.89,86.97,5,2,0
177,7,1.26,79.16,88.51,4,1,0
177,8,0.16,85.44,87.49,4,3,0
177,9,0.74,78.95,87.05,6,1,0
177,10,0.83,84.83,91.88,5,1,0
177,11,0.21,84.93,83.27,4,3,0
177,12,0.34,88.11,88.29,5,3,0
178,1,0.46,75.67,100.0,5,1,0
178,2,0.38,71.86,96.63,4,2,0
178,3,0.71,73.07,92.95,5,2,0
178,4,0.88,72.64,93.52,6,3,0
178,5,0.53,72.46,95.4,5,3,0
178,6,0.81,70.5,95.39,6,1,0
178,7,0.63,77.8,96.78,5,2,0
178,8,0.28,81.86,98.04,5,2,0
178,9,0.82,73.17,96.47,6,2,0
178,10,0.77,70.73,96.09,5,3,0
178,11,0.0,73.04,94.99,5,2,0
178,12,0.54,77.8,98.22,5,3,0
179,1,0.0,71.22,81.7,4,2,0
179,2,0.13,70.39,83.07,4,3,0
179,3,0.57,70.07,84.12,6,3,0
179,4,0.0,64.6,87.36,6,2,0
179,5,0.63,70.52,88.08,6,3,0
179,6,0.91,69.47,85.1,6,1,0
179,7,0.48,72.39,89.52,6,2,0
179,8,0.47,73.5,82.99,5,3,0
179,9,0.39,71.04,87.3,4,1,0
179,10,0.6,72.57,86.15,5,1,0
179,11,0.13,69.25,84.8,6,2,0
179,12,0.64,67.36,88.51,4,3,0
180,1,0.1,86.58,94.4,5,2,0
180,2,0.0,79.04,97.65,4,2,0
180,3,0.55,77.16,94.47,6,2,0
180,4,0.88,75.33,94.4,6,2,0
180,5,0.43,77.11,93.75,5,1,0
180,6,0.83,78.28,97.91,6,1,0
180,7,0.73,75.56,97.12,5,2,0
180,8,0.7,82.12,96.05,6,3,0
180,9,0.38,75.1,93.14,4,3,0
180,10,0.19,71.32,95.79,5,2,0
180,11,0.5,70.89,93.16,4,1,0
180,12,0.48,82.0,91.31,4,1,0
181,1,0.73,70.55,85.11,5,2,0
181,2,0.17,67.05,83.91,5,1,0
181,3,0.9,64.11,82.73,4,1,0
181,4,1.0,67.9,84.65,5,1,0
181,5,0.25,66.42,93.45,5,1,0
181,6,0.42,65.68,84.03,6,3,0
181,7,0.22,73.5,84.41,4,3,0
181,8,0.0,74.28,89.54,4,1,0
181,9,0.2,74.94,83.2,4,2,0
181,10,0.0,71.16,82.13,4,1,0
181,11,0.36,65.45,89.29,6,3,0
181,12,0.51,70.89,87.82,4,3,0
182,1,1.09,63.19,89.35,6,2,0
182,2,0.29,65.68,88.36,6,2,0
182,3,0.81,71.2,92.41,5,1,0
182,4,0.36,71.48,91.37,6,3,0
182,5,0.17,66.89,88.08,5,3,0
182,6,0.38,70.03,92.54,5,3,0
182,7,0.13,67.56,94.61,5,3,0
182,8,0.82,71.31,89.21,6,2,0
182,9,0.3,62.5,92.76,4,2,0
182,10,0.94,70.46,92.15,6,1,0
182,11,0.41,68.21,89.24,5,3,0
182,12,0.26,69.53,89.76,5,2,0
183,1,1.78,81.27,89.81,2,1,1
183,2,2.08,77.54,95.36,3,3,1
183,3,2.19,73.43,92.64,3,2,1
183,4,2.29,74.72,85.23,3,2,1
183,5,2.56,66.42,92.51,1,1,1
183,6,2.74,70.71,90.76,3,1,1
183,7,3.12,78.96,88.47,1,2,1
183,8,2.76,76.7,90.16,3,1,1
183,9,2.72,73.17,82.25,1,3,1
183,10,2.97,79.51,82.79,3,1,1
183,11,2.85,58.69,85.01,3,3,1
183,12,2.66,76.32,82.16,3,3,1
184,1,1.14,63.24,87.76,3,1,1
184,2,1.94,63.77,83.5,1,2,1
184,3,1.94,57.39,88.75,1,3,1
184,4,1.67,48.34,79.17,1,2,1
184,5,1.91,56.92,79.2,3,1,1
184,6,2.39,61.38,78.9,3,1,1
184,7,2.06,51.73,91.14,2,1,1
184,8,2.85,56.53,83.0,2,1,1
184,9,2.95,52.02,79.13,1,1,1
184,10,2.95,55.08,75.42,3,1,1
184,11,3.56,52.35,78.73,2,1,1
184,12,3.12,50.79,76.28,3,1,1
185,1,0.75,75.16,84.29,4,3,0
185,2,0.42,75.61,89.12,5,1,0
185,3,0.64,75.29,87.69,6,1,0
185,4,0.98,79.16,91.04,5,1,0
185,5,0.38,75.24,87.29,5,3,0
185,6,0.53,80.23,92.42,5,3,0
185,7,0.52,79.23,88.67,4,2,0
185,8,0.57,73.44,91.43,4,1,0
185,9,0.3,76.33,88.5,5,2,0
185,10,0.61,81.31,83.99,6,1,0
185,11,0.48,77.25,84.55,6,2,0
185,12,1.13,67.07,89.66,4,3,0
186,1,0.71,77.77,87.6,4,3,0
186,2,0.33,74.01,92.99,6,2,0
186,3,0.44,71.37,87.91,5,3,0
186,4,0.27,79.63,91.58,4,2,0
186,5,0.91,74.83,86.32,5,2,0
186,6,0.45,82.05,92.37,6,1,0
186,7,0.0,71.52,88.19,6,2,0
186,8,0.0,78.57,88.65,5,2,0
186,9,1.07,72.04,89.65,4,3,0
186,10,0.37,70.16,87.67,6,1,0
186,11,0.02,73.12,91.59,6,1,0
186,12,0.9,79.31,86.86,4,3,0
187,1,0.46,76.85,88.34,6,2,0
187,2,0.21,75.39,91.91,4,2,0
187,3,0.49,78.51,85.98,6,2,0
187,4,0.78,84.22,88.48,5,2,0
187,5,0.29,83.52,95.58,6,3,0
187,6,0.17,80.81,88.17,5,3,0
187,7,1.18,75.65,86.03,4,3,0
187,8,0.22,76.65,90.65,5,1,0
187,9,0.64,79.0,85.89,4,3,0
187,10,0.66,77.78,89.04,4,1,0
187,11,0.77,82.99,91.14,6,3,0
187,12,0.46,76.23,90.73,6,2,0
188,1,0.94,63.95,84.05,4,1,0
188,2,0.58,62.73,87.41,5,2,0
188,3,0.44,67.18,91.95,6,1,0
188,4,0.61,62.01,84.68,6,3,0
188,5,0.57,74.96,88.84,4,2,0
188,6,0.86,74.67,87.91,4,1,0
188,7,0.83,71.49,86.85,5,1,0
188,8,0.27,72.82,88.53,6,1,0
188,9,0.65,65.49,89.32,4,3,0
188,10,0.6,72.51,84.39,6,3,0
188,11,0.49,74.13,90.26,5,2,0
188,12,1.08,69.08,84.83,4,2,0
189,1,0.0,70.86,79.75,4,1,0
189,2,0.79,69.67,78.06,4,1,0
189,3,0.53,70.16,82.67,5,2,0
189,4,1.19,68.48,82.13,4,3,0
189,5,0.25,71.87,82.91,4,3,0
189,6,0.86,67.45,84.51,5,2,0
189,7,0.49,72.14,79.82,4,1,0
189,8,0.04,71.33,79.81,5,1,0
189,9,0.2,76.66,85.32,4,3,0
189,10,0.3,72.42,82.41,5,3,0
189,11,0.75,77.06,85.05,5,2,0
189,12,0.64,75.27,80.15,5,2,0
190,1,0.0,73.34,87.73,6,3,0
190,2,0.17,75.1,91.05,6,1,0
190,3,1.04,70.68,89.08,4,3,0
190,4,0.0,70.35,84.19,6,3,0
190,5,0.32,74.75,92.77,6,2,0
190,6,0.01,72.32,91.53,4,3,0
190,7,0.27,72.78,91.11,6,3,0
190,8,0.09,75.68,88.3,4,3,0
190,9,0.88,68.99,95.17,6,1,0
190,10,0.46,77.67,92.32,5,1,0
190,11,0.63,66.0,92.88,5,1,0
190,12,0.33,79.97,90.74,6,1,0
191,1,0.14,72.17,88.1,6,3,0
191,2,0.89,71.7,87.43,4,1,0
191,3,0.79,78.13,88.38,5,1,0
191,4,0.38,73.65,91.34,4,2,0
191,5,0.32,73.73,92.99,4,1,0
191,6,0.0,66.02,89.69,4,1,0
191,7,0.0,75.33,88.28,6,2,0
191,8,0.61,74.02,91.32,5,1,0
191,9,1.05,73.9,89.65,6,2,0
191,10,0.65,71.58,92.85,4,3,0
191,11,0.75,66.96,89.55,6,3,0
191,12,0.79,63.92,88.47,5,2,0
192,1,0.46,77.75,94.83,6,2,0
192,2,0.5,82.71,93.9,5,2,0
192,3,0.92,78.22,88.48,4,3,0
192,4,0.75,79.43,95.65,4,3,0
192,5,0.86,79.39,100.0,4,3,0
192,6,0.08,81.51,92.16,6,1,0
192,7,0.31,74.52,95.73,5,1,0
192,8,0.75,74.74,90.73,6,3,0
192,9,0.58,77.93,92.0,6,2,0
192,10,0.71,79.29,96.19,5,2,0
192,11,0.57,73.81,93.76,4,1,0
192,12,0.65,77.12,98.47,6,3,0
193,1,0.6,80.98,84.52,5,1,0
193,2,0.04,79.65,82.8,6,2,0
193,3,0.22,76.15,86.03,4,2,0
193,4,0.77,78.49,78.84,6,1,0
193,5,0.62,79.45,81.68,4,1,0
193,6,0.28,78.52,85.52,5,1,0
193,7,0.13,78.65,88.6,4,3,0
193,8,0.54,84.73,89.71,5,2,0
193,9,0.9,78.84,84.16,6,3,0
193,10,0.0,75.88,84.93,6,3,0
193,11,0.83,86.66,90.94,4,1,0
193,12,0.6,81.22,87.96,5,2,0
194,1,0.89,76.12,90.6,6,2,0
194,2,0.53,78.04,91.3,6,3,0
194,3,0.38,74.04,91.64,5,1,0
194,4,0.23,82.57,90.04,5,3,0
194,5,0.56,75.76,92.23,4,3,0
194,6,1.08,78.03,86.4,6,1,0
194,7,0.57,75.28,85.8,5,3,0
194,8,0.49,80.51,94.54,6,3,0
194,9,0.0,75.82,90.57,4,1,0
194,10,0.89,77.0,92.78,5,2,0
194,11,0.64,77.25,89.21,4,3,0
194,12,0.57,79.8,93.1,5,2,0
195,1,1.24,69.98,95.85,5,3,0
195,2,0.37,65.29,97.94,6,1,0
195,3,0.71,68.47,95.42,4,1,0
195,4,0.88,78.77,93.8,4,2,0
195,5,0.2,65.03,95.17,5,1,0
195,6,0.35,65.46,96.61,5,3,0
195,7,0.69,73.57,100.0,5,2,0
195,8,0.0,74.05,98.44,5,1,0
195,9,0.65,66.7,90.31,5,2,0
195,10,0.8,68.77,99.55,5,1,0
195,11,0.35,69.74,96.0,6,1,0
195,12,0.18,69.29,92.41,5,3,0
196,1,0.96,73.84,100.0,5,1,0
196,2,0.52,69.04,95.94,5,3,0
196,3,0.34,72.68,98.97,6,2,0
196,4,0.32,68.85,97.08,5,2,0
196,5,0.82,65.84,94.58,5,1,0
196,6,0.46,68.03,97.33,4,1,0
196,7,0.58,73.69,97.96,5,3,0
196,8,0.87,75.97,90.97,6,2,0
196,9,0.99,73.37,100.0,4,1,0
196,10,0.61,75.59,100.0,5,3,0
196,11,0.37,66.96,100.0,5,2,0
196,12,0.64,72.12,100.0,4,1,0
197,1,0.98,73.67,77.65,3,3,1
197,2,1.6,84.26,88.24,2,2,1
197,3,1.52,71.78,84.02,2,3,1
197,4,1.77,71.56,78.4,2,3,1
197,5,2.23,71.91,85.18,3,3,1
197,6,2.84,73.24,88.75,1,1,1
197,7,2.69,65.69,71.42,2,1,1
197,8,2.68,66.72,70.54,3,2,1
197,9,2.58,70.21,75.82,2,3,1
197,10,3.05,73.38,77.66,3,2,1
197,11,3.81,67.27,71.86,1,1,1
197,12,3.39,69.73,61.82,2,3,1
198,1,0.61,76.98,85.65,4,3,0
198,2,0.56,74.03,82.71,6,3,0
198,3,0.55,79.05,92.66,4,3,0
198,4,0.0,79.68,92.59,4,1,0
198,5,0.48,73.98,86.19,6,3,0
198,6,1.44,75.57,89.32,6,3,0
198,7,0.73,71.19,86.26,4,3,0
198,8,0.39,84.9,86.22,4,3,0
198,9,0.42,83.71,88.48,4,2,0
198,10,0.29,78.93,89.79,4,1,0
198,11,0.57,81.87,84.96,5,2,0
198,12,0.19,76.29,96.95,5,1,0
199,1,0.57,77.08,83.16,5,1,0
199,2,0.42,74.43,91.31,4,2,0
199,3,0.59,69.47,87.13,5,2,0
199,4,0.52,65.54,88.05,6,3,0
199,5,0.33,69.2,88.95,5,1,0
199,6,0.51,71.29,85.33,6,2,0
199,7,0.77,57.65,89.23,4,2,0
199,8,0.66,69.18,89.66,5,3,0
199,9,0.88,72.31,83.68,5,1,0
199,10,0.53,69.79,87.38,4,1,0
199,11,0.25,72.18,86.52,4,1,0
199,12,0.0,70.26,81.96,5,2,0
200,1,0.65,78.85,75.42,4,1,0
200,2,1.01,70.55,78.1,6,2,0
200,3,0.1,74.76,84.99,5,1,0
200,4,0.5,74.34,80.28,5,3,0
200,5,0.23,72.33,81.9,5,3,0
200,6,0.68,70.49,82.49,5,2,0
200,7,0.26,72.37,81.81,5,3,0
200,8,0.24,75.28,83.79,4,2,0
200,9,0.58,67.09,86.6,4,1,0
200,10,0.73,76.68,80.33,6,2,0
200,11,0.6,71.98,85.72,6,3,0
200,12,0.57,74.39,88.4,5,3,0
201,1,0.24,67.99,84.76,4,1,0
201,2,0.0,72.68,87.1,4,2,0
201,3,0.83,74.05,93.64,5,1,0
201,4,0.21,71.22,88.67,5,1,0
201,5,0.45,75.12,88.22,6,3,0
201,6,0.34,74.13,83.35,5,2,0
201,7,0.23,69.79,87.73,5,3,0
201,8,0.56,76.8,94.1,4,1,0
201,9,0.81,71.17,88.47,4,3,0
201,10,0.11,67.95,90.45,6,2,0
201,11,0.48,67.13,84.92,6,2,0
201,12,0.72,73.07,87.72,5,2,0
202,1,0.36,64.35,83.54,5,1,0
202,2,0.21,75.32,88.36,5,1,0
202,3,0.73,71.5,85.91,6,2,0
202,4,0.04,80.29,80.87,4,1,0
202,5,0.67,67.95,86.86,6,2,0
202,6,0.56,74.61,86.28,6,1,0
202,7,0.18,70.57,84.63,6,1,0
202,8,0.8,68.3,87.11,5,2,0
202,9,1.03,68.31,83.1,5,3,0
202,10,0.06,73.68,83.79,5,1,0
202,11,0.94,67.99,83.74,5,2,0
202,12,0.0,72.08,82.65,5,2,0
203,1,2.08,86.19,83.4,1,3,1
203,2,1.54,67.84,82.21,2,1,1
203,3,2.72,76.91,86.28,1,2,1
203,4,2.41,68.36,75.5,3,3,1
203,5,2.47,71.91,79.88,1,1,1
203,6,1.96,68.2,80.89,1,3,1
203,7,2.6,69.85,72.4,2,3,1
203,8,2.45,77.68,90.62,1,3,1
203,9,1.99,68.96,94.66,1,3,1
203,10,3.19,71.87,79.52,2,2,1
203,11,3.44,68.13,80.84,2,2,1
203,12,3.71,58.63,77.93,1,3,1
204,1,1.46,76.53,86.11,3,2,1
204,2,1.5,75.72,90.26,2,1,1
204,3,2.45,75.23,97.64,3,3,1
204,4,2.48,70.77,89.32,1,2,1
204,5,2.95,74.28,81.45,3,2,1
204,6,2.12,70.68,86.34,3,2,1
204,7,2.52,71.01,87.38,3,2,1
204,8,2.5,71.62,90.34,1,3,1
204,9,3.48,75.45,90.86,1,2,1
204,10,2.22,72.97,90.85,1,1,1
204,11,2.61,73.17,90.42,1,3,1
204,12,3.33,64.38,83.1,2,3,1
205,1,0.29,68.52,82.8,5,1,0
205,2,0.53,71.09,90.58,5,2,0
205,3,0.0,70.07,83.23,4,2,0
205,4,0.45,68.96,84.57,4,3,0
205,5,1.0,67.78,83.82,6,1,0
205,6,0.79,68.73,89.02,5,3,0
205,7,0.04,71.29,90.32,6,1,0
205,8,0.64,69.97,81.35,4,1,0
205,9,0.96,67.45,85.96,5,2,0
205,10,0.74,73.73,85.92,5,1,0
205,11,0.57,74.67,84.48,5,2,0
205,12,0.31,68.49,88.61,6,1,0
206,1,0.29,67.42,88.96,4,1,0
206,2,0.06,77.97,98.18,5,2,0
206,3,0.51,72.45,99.75,4,3,0
206,4,0.07,73.39,93.72,4,1,0
206,5,0.36,79.58,87.31,5,3,0
206,6,0.34,78.12,95.38,6,3,0
206,7,0.86,64.47,93.2,4,2,0
206,8,0.57,70.6,96.72,4,2,0
206,9,0.02,70.47,97.58,4,2,0
206,10,0.78,80.22,94.66,4,3,0
206,11,0.41,76.17,93.27,4,1,0
206,12,0.64,69.84,92.62,6,1,0
207,1,1.96,78.97,84.62,2,2,1
207,2,2.25,71.93,81.0,2,1,1
207,3,1.84,77.9,79.6,1,3,1
207,4,1.96,65.17,85.35,2,1,1
207,5,2.85,70.34,82.52,2,3,1
207,6,1.9,79.41,75.08,2,2,1
207,7,2.77,69.16,88.39,1,3,1
207,8,2.79,72.26,81.52,3,1,1
207,9,2.66,65.06,86.54,1,2,1
207,10,3.49,75.88,82.66,1,2,1
207,11,2.68,68.02,74.14,3,2,1
207,12,3.53,65.91,80.79,1,2,1
208,1,0.54,76.33,93.12,5,3,0
208,2,0.57,75.6,88.49,6,2,0
208,3,0.34,74.08,98.35,4,1,0
208,4,0.36,82.79,90.42,5,3,0
208,5,0.34,77.08,95.32,5,2,0
208,6,1.11,77.86,94.46,6,2,0
208,7,0.7,77.02,95.63,5,1,0
208,8,0.77,70.6,100.0,6,1,0
208,9,0.24,73.37,88.64,5,2,0
208,10,0.35,81.92,96.18,6,2,0
208,11,0.19,76.18,93.98,6,3,0
208,12,0.42,71.36,90.94,5,1,0
209,1,0.3,80.48,88.92,5,1,0
209,2,0.41,81.4,89.53,6,1,0
209,3,0.68,76.05,91.39,4,1,0
209,4,0.23,75.39,94.68,6,3,0
209,5,0.06,77.36,93.12,6,2,0
209,6,0.48,81.96,95.8,6,3,0
209,7,0.89,83.99,88.71,5,2,0
209,8,0.56,75.24,92.65,6,2,0
209,9,0.69,76.04,89.99,5,3,0
209,10,0.06,78.41,94.4,5,2,0
209,11,0.03,80.22,89.74,4,2,0
209,12,0.34,77.33,91.28,6,1,0
210,1,0.96,61.38,91.93,4,1,0
210,2,0.72,67.71,93.82,4,1,0
210,3,0.0,68.98,93.89,6,3,0
210,4,0.83,69.31,85.11,6,2,0
210,5,0.39,69.81,99.8,5,3,0
210,6,0.89,75.85,95.71,4,1,0
210,7,1.15,68.16,98.94,5,2,0
210,8,0.74,69.58,86.55,4,2,0
210,9,0.38,72.29,96.35,4,1,0
210,10,1.17,63.49,89.9,6,3,0
210,11,0.32,67.5,100.0,5,3,0
210,12,0.91,70.1,92.28,4,2,0
211,1,1.77,71.91,100.0,2,3,1
211,2,1.73,66.42,95.41,2,3,1
211,3,1.46,59.96,92.41,1,2,1
211,4,2.54,74.24,92.76,2,3,1
211,5,2.8,73.32,86.43,3,3,1
211,6,1.76,77.61,95.77,3,2,1
211,7,2.15,71.49,82.92,1,3,1
211,8,2.85,69.06,96.84,2,3,1
211,9,2.7,71.62,86.82,3,3,1
211,10,2.76,67.98,94.13,1,2,1
211,11,2.59,66.53,92.56,1,1,1
211,12,3.86,69.04,87.3,3,1,1
212,1,1.49,75.58,91.96,1,3,1
212,2,1.55,70.2,87.04,1,3,1
